word	part_of_speech	category
guts	n	Body Parts and Related Terms
pram	n	Places and Spaces
inti	n	Verbs and Actions
peruke	n	Clothing, Materials and Dressing Actions
turf	n,v	Plant and Tree Species
jersey	n	Clothing, Materials and Dressing Actions
camion	n	Modes of Transportation and Travel
burke	v	"""B-"" Words and Objects"
hasten	v	Fast-Paced and Intense Activities and States
byssus	n	"""S-"" Words"
jotter	n	Actions and Roles
pimple	n	Medical, Insects, and Skin Conditions
flab	n	Negative and Disturbing Adjectives
dosage	n	"Items, Actions and Concepts Starting with ""D"""
tup	n	"""T-"" Words and Pairs"
foeman	n	Verbs and Actions
smudgy	a	Negative and Disturbing Adjectives
shlock	n	Words Related to Shapes and Textures
picnic	n,v	"""P-"" Words"
tern	n	"""T-"" Words and Pairs"
ovum	n	Anatomical and Biological Terms
hareem	n	Islamic and Middle Eastern Terms
alga	n	Animals and Animal-Related Terms
haggle	n,v	Verbs and Actions
costly	a	Economic and Trade Terms
homer	n,v	Gender, Family and Greetings
eleven	a,n	Numerals and Mathematical Terms
comedy	n	Gossip, Deception, and Games
entity	n	Actions and Roles
fury	n	Fast-Paced and Intense Activities and States
booker	n	Economic and Trade Terms
prelim	n	"""P-"" Words"
mama	n	Gender, Family and Greetings
iodine	n	Chemical Compounds and Reactions
bummer	n	"""B-"" Words and Objects"
balm	n	Food, Cooking, and Ingredients
palish	a	"""P-"" Words"
unisex	a	Gender, Family and Greetings
rating	n	"""R-"" Words and Rotational Movements"
swayer	n	Actions and Descriptions
earlap	n	"Starting with ""A"" or ""E"""
ribald	a,n	Negative and Disturbing Adjectives
eld	n	"Starting with ""A"" or ""E"""
sled	n,v	Words Related to Shapes and Textures
break	n,v	"""B-"" Words and Objects"
pleura	n	Anatomical and Biological Terms
week	n	Actions and Roles
chigoe	n	Medical, Insects, and Skin Conditions
milo	n	"""M-"" Words"
carrot	n	Food, Cooking, and Ingredients
ocher	a,n	"""O-"" Words"
micro	a	"""M-"" Words"
lair	n	"""L-"" Words"
bongo	n	"""B-"" Words and Objects"
unshod	a	Body Parts and Related Terms
frugal	a	Personal Characteristics and Behaviors
ix	a	Numerals and Mathematical Terms
deary	n	Emotional and Physical States
meow	n,v	Animals and Animal-Related Terms
disbar	v	"""B-"" Words and Objects"
egret	n	Animals and Animal-Related Terms
flossy	a	Negative and Disturbing Adjectives
creak	n,v	"""C-"" Words and Items"
output	n,v	Actions and Roles
busy	a,v	Fast-Paced and Intense Activities and States
leaved	a	Plant and Tree Species
aver	v	Actions and Roles
gamey	a	"Words starting with ""G"""
wadi	n	Actions and Descriptions
unclip	v	"""C-"" Words and Items"
pew	n	"""P-"" Words"
abject	a	Negative and Disturbing Adjectives
kc	n	Numerals and Mathematical Terms
duomo	n	Places and Spaces
arere	n	"Starting with ""A"" or ""E"""
tour	n,v	Modes of Transportation and Travel
yearn	v	Emotional and Physical States
fossa	n	Negative and Disturbing Adjectives
haler	n	"""H-"" Words"
jawan	n	Anatomical and Biological Terms
biker	n	Modes of Transportation and Travel
nicety	n	Praise and Positivity
bootee	n	"""B-"" Words and Objects"
thrift	n	Personal Characteristics and Behaviors
bruit	v	Lights, Colors, and Visibility
testis	n	Anatomical and Biological Terms
flash	a,n,v	Actions and Roles
doodle	n,v	Actions and Descriptions
adjust	v	Actions and Roles
arame	n	"Starting with ""A"" or ""E"""
doc	n	Actions and Roles
monte	n	"""M-"" Words"
golosh	n	"Words starting with ""G"""
tatted	a	"""T-"" Words and Pairs"
paraph	n	"""P-"" Words"
cowl	n,v	Clothing, Materials and Dressing Actions
boner	n	Weight, Strength, and Body Descriptors
ax	n,v	Weapons and Cutting Tools
glove	n	Body Parts and Related Terms
dagger	n	Weapons and Cutting Tools
carnal	a	Weight, Strength, and Body Descriptors
gam	n	"Words starting with ""G"""
byzant	n	Alphabets, Animals, and Games
murmur	n,v	"""M-"" Words"
dolly	n	"Items, Actions and Concepts Starting with ""D"""
tarp	n	"""T-"" Words and Pairs"
duad	n	"""T-"" Words and Pairs"
dupe	n,v	Gossip, Deception, and Games
filth	n	Negative and Disturbing Adjectives
rophy	n	Actions and Roles
salvia	n	"""S-"" Words"
guffaw	n,v	Negative and Disturbing Adjectives
xcii	a	Numerals and Mathematical Terms
floury	a	Food, Cooking, and Ingredients
kitbag	n	"""B-"" Words and Objects"
vertex	n	Actions and Roles
myxoma	n	Medical, Insects, and Skin Conditions
lxxiv	a	Numerals and Mathematical Terms
hunted	a	Modes of Transportation and Travel
gharry	n	"Words starting with ""G"""
dealer	n	Occupations and Personal Descriptors
stud	n,v	Words Related to Shapes and Textures
ab	n	Gender, Family and Greetings
thrill	n,v	Actions and Descriptions
feller	n	Gender, Family and Greetings
mutt	n	"""M-"" Words"
bliss	n	Praise and Positivity
minus	a,n	Actions and Roles
icy	a	Temperature and Heat-Related Terms
junkie	n	Negative and Disturbing Adjectives
bitey	a	Nouns and Actions
tsuris	n	Negative and Disturbing Adjectives
cagy	a	Personal Characteristics and Behaviors
il	a	Numerals and Mathematical Terms
fungus	n	Medical, Insects, and Skin Conditions
carack	n	"""C-"" Words and Items"
cerate	n	"""C-"" Words and Items"
aper	n	Actions and Roles
dummy	a,n,v	Actions and Roles
carven	a	Weapons and Cutting Tools
entree	n	Actions and Roles
titbit	n	Nouns and Actions
jackal	n	Animals and Animal-Related Terms
plum	n	Words Related to Shapes and Textures
guy	n,v	Gender, Family and Greetings
mean	a,n,v	"""M-"" Words"
patas	n	"""P-"" Words"
lithe	a	Personal Characteristics and Behaviors
liver	a,n,n	Anatomical and Biological Terms
emend	v	Actions and Roles
dump	n,v	"Items, Actions and Concepts Starting with ""D"""
frayed	a	Negative and Disturbing Adjectives
royal	a,n	Praise and Positivity
camo	n	"""C-"" Words and Items"
winged	a	Actions and Descriptions
knap	v	Nouns and Actions
chintz	n	Actions and Descriptions
toupee	n	Clothing, Materials and Dressing Actions
choky	a,n	Actions and Descriptions
liner	n	Actions and Roles
male	a,n	Gender, Family and Greetings
dorsum	n	Body Parts and Related Terms
dew	n	Negative and Disturbing Adjectives
flume	n	Negative and Disturbing Adjectives
exhort	v	Verbs and Actions
ford	n,v	Negative and Disturbing Adjectives
jabot	n	Clothing, Materials and Dressing Actions
plan	n,v	Actions and Roles
coming	a,n	Actions and Roles
tufa	n	Minerals and Geology
daub	n,v	"Items, Actions and Concepts Starting with ""D"""
sipper	n	Words Related to Shapes and Textures
fence	n,v	"""B-"" Words and Objects"
popery	n	"""P-"" Words"
urge	n,v	Verbs and Actions
bally	a	"""B-"" Words and Objects"
eringo	n	Alphabets, Animals, and Games
crop	n,v	Words Related to Shapes and Textures
pilus	n	Anatomical and Biological Terms
bole	n	"""B-"" Words and Objects"
tiglon	n	Animals and Animal-Related Terms
verve	n	Fast-Paced and Intense Activities and States
larynx	n	Anatomical and Biological Terms
acned	a	Medical, Insects, and Skin Conditions
flaps	n	Negative and Disturbing Adjectives
prongy	a	"""P-"" Words"
dream	n,v	Negative and Disturbing Adjectives
fun	n	Gossip, Deception, and Games
pelvis	n	Anatomical and Biological Terms
eschew	v	Modes of Transportation and Travel
wading	n	Actions and Descriptions
tundra	n	Temperature and Heat-Related Terms
mum	a,n	Gender, Family and Greetings
snorty	a	Nouns and Actions
armpit	n	Weapons and Cutting Tools
abloom	a	Lights, Colors, and Visibility
pyemia	n	Medical, Insects, and Skin Conditions
opium	n	Food, Cooking, and Ingredients
triage	n	"""T-"" Words and Pairs"
mizzen	n	"""M-"" Words"
speck	n,v	Words Related to Shapes and Textures
vizor	n	Actions and Roles
fill	n,v	Negative and Disturbing Adjectives
germy	a	Medical, Insects, and Skin Conditions
guppy	n	Animals and Animal-Related Terms
cart	n,v	"""C-"" Words and Items"
babu	n	Gender, Family and Greetings
nuke	n,v	Nouns and Actions
bossy	a	Negative and Disturbing Adjectives
seiche	n	"""S-"" Words"
sleek	a,v	Personal Characteristics and Behaviors
grigri	n	"Words starting with ""G"""
smutty	a	Negative and Disturbing Adjectives
corbel	n,v	Body Parts and Related Terms
flair	n	Negative and Disturbing Adjectives
erupt	v	Verbs and Actions
maths	n	"""M-"" Words"
yoke	n,v	Binding, Restraining and Undoing
nicker	n,v	Actions and Descriptions
flies	n	Negative and Disturbing Adjectives
semi	n	"""P-"" Words"
murky	a	Negative and Disturbing Adjectives
tabis	n	"""T-"" Words and Pairs"
preset	a	Actions and Roles
paseo	n	Modes of Transportation and Travel
divan	n	Places and Spaces
buying	n	Economic and Trade Terms
galea	n	"Words starting with ""G"""
late	a	Actions and Roles
blimp	n	Lights, Colors, and Visibility
hurt	a,n,v	Crimes, Violence and Misdeeds
sprint	n,v	Fast-Paced and Intense Activities and States
kurta	n	Clothing, Materials and Dressing Actions
bypath	n	Modes of Transportation and Travel
inky	a	Negative and Disturbing Adjectives
dalasi	n	"Items, Actions and Concepts Starting with ""D"""
pepper	n,v	Food, Cooking, and Ingredients
tacky	a	Negative and Disturbing Adjectives
washy	a	Hygiene, Health, and Bodily Functions
raster	n	"""R-"" Words and Rotational Movements"
limo	n	Modes of Transportation and Travel
blotto	a	Food, Cooking, and Ingredients
mg	n	"""M-"" Words"
kaftan	n	Clothing, Materials and Dressing Actions
bebop	n,v	"""B-"" Words and Objects"
ragee	n	"""R-"" Words and Rotational Movements"
copal	n	"""C-"" Words and Items"
dish	n,v	"Items, Actions and Concepts Starting with ""D"""
libber	n	Fast-Paced and Intense Activities and States
center	a,n,v	Actions and Roles
hagbut	n	"""H-"" Words"
bush	a,n,v	Plant and Tree Species
unknot	v	Binding, Restraining and Undoing
aloes	n	Plant and Tree Species
rattle	n,v	"""R-"" Words and Rotational Movements"
jute	n	Clothing, Materials and Dressing Actions
funk	n,v	Praise and Positivity
porn	n	Communication and Media
beaner	n	"""B-"" Words and Objects"
dovish	a	Personal Characteristics and Behaviors
rummer	n	Actions and Roles
studio	n	Actions and Roles
micron	n	"""M-"" Words"
argot	n	Communication and Media
latex	n	"""L-"" Words"
bobcat	n	Animals and Animal-Related Terms
snake	n,v	Animals and Animal-Related Terms
laze	v	"""L-"" Words"
modern	a,n	Actions and Roles
midair	n	"Starting with ""A"" or ""E"""
gamy	a	"Words starting with ""G"""
belted	a	"""B-"" Words and Objects"
conic	a,n	"""C-"" Words and Items"
nutty	a	Nouns and Actions
humate	n	"""H-"" Words"
waft	n,v	Actions and Descriptions
anorak	n	Clothing, Materials and Dressing Actions
xxxv	a	Numerals and Mathematical Terms
server	n	"""S-"" Words"
boned	a	Weight, Strength, and Body Descriptors
snazzy	a	Praise and Positivity
quince	n	Plant and Tree Species
gutter	n,v	Places and Spaces
hogged	a	"""H-"" Words"
reseau	n	Binding, Restraining and Undoing
pitch	n,v	"""P-"" Words"
fawn	n,v	Emotional and Physical States
quiz	n,v	Actions and Roles
circus	n	Places and Spaces
cuss	n,v	Negative and Disturbing Adjectives
pouffe	n	Negative and Disturbing Adjectives
oral	a,n	Anatomical and Biological Terms
gamine	n	"Words starting with ""G"""
comedo	n	"""C-"" Words and Items"
frown	n,v	Emotional and Physical States
cation	n	Actions and Roles
core	n,v	"""C-"" Words and Items"
cense	v	"""S-"" Words"
etude	n	"Starting with ""A"" or ""E"""
nick	n,v	Nouns and Actions
chalk	n,v	"""C-"" Words and Items"
fowl	n,v	Negative and Disturbing Adjectives
cord	n,v	Binding, Restraining and Undoing
cupric	a	Minerals and Geology
boom	n,v	"""B-"" Words and Objects"
tripos	n	"""T-"" Words and Pairs"
nosed	a	Nouns and Actions
till	n,v	"""T-"" Words and Pairs"
gnarl	n,v	Binding, Restraining and Undoing
yob	n	Gender, Family and Greetings
blahs	n	Lights, Colors, and Visibility
cushaw	n	"""C-"" Words and Items"
macon	n	Food, Cooking, and Ingredients
wary	a	Personal Characteristics and Behaviors
arui	n	"Starting with ""A"" or ""E"""
fused	a	Negative and Disturbing Adjectives
cabala	n	Islamic and Middle Eastern Terms
loonie	n	Negative and Disturbing Adjectives
pasty	a,n,n	Food, Cooking, and Ingredients
ankle	n	Body Parts and Related Terms
trick	n,v	Personal Characteristics and Behaviors
curse	n,v	Negative and Disturbing Adjectives
alloy	n,v	Minerals and Geology
coccal	a	Medical, Insects, and Skin Conditions
dormie	a	Places and Spaces
etamin	n	"""R-"" Words and Rotational Movements"
benzyl	n	Chemical Compounds and Reactions
abound	v	Actions and Roles
pleat	n,v	Words Related to Shapes and Textures
gecko	n	Animals and Animal-Related Terms
endure	v	Emotional and Physical States
mantid	n	"""M-"" Words"
goy	n	"Words starting with ""G"""
rooms	n	Places and Spaces
pukka	a	"""P-"" Words"
stirk	n	Words Related to Shapes and Textures
twerp	n	"""T-"" Words and Pairs"
potto	n	Animals and Animal-Related Terms
pacha	n	"""P-"" Words"
limp	a,n,v	"""L-"" Words"
emoji	n	"Starting with ""A"" or ""E"""
nit	n	Nouns and Actions
pyx	n	Actions and Roles
burl	n,v	"""B-"" Words and Objects"
pilaff	n	Food, Cooking, and Ingredients
handy	a	Actions and Roles
ninny	n	Occupations and Personal Descriptors
bean	n,v	"""B-"" Words and Objects"
curly	a	"""C-"" Words and Items"
easter	n	Actions and Roles
bumf	n	"""B-"" Words and Objects"
jammed	a	Alphabets, Animals, and Games
ginzo	n	Alphabets, Animals, and Games
skein	n	Clothing, Materials and Dressing Actions
rail	n,v	Modes of Transportation and Travel
swath	n	Actions and Descriptions
kingly	a	Praise and Positivity
eel	n	"Starting with ""A"" or ""E"""
xx	a	Communication and Media
viper	n	Animals and Animal-Related Terms
thieve	v	Crimes, Violence and Misdeeds
unbind	v	"""B-"" Words and Objects"
wagon	n	Modes of Transportation and Travel
winery	n	Actions and Descriptions
liquor	n	Food, Cooking, and Ingredients
vendee	n	Economic and Trade Terms
comp	n	"""C-"" Words and Items"
gaffer	n	"Words starting with ""G"""
thenal	a	"""P-"" Words"
umbra	n	Lights, Colors, and Visibility
klick	n	Actions and Roles
swishy	a	Actions and Descriptions
roots	n	"""R-"" Words and Rotational Movements"
xliv	a	Numerals and Mathematical Terms
advent	n	Actions and Roles
slaked	a	Hygiene, Health, and Bodily Functions
umbo	n	"""B-"" Words and Objects"
rusty	a	Negative and Disturbing Adjectives
site	n,v	Actions and Roles
sorgo	n	Food, Cooking, and Ingredients
tailor	n,v	Occupations and Personal Descriptors
legend	n	"""L-"" Words"
plow	n,v	Plant and Tree Species
clerk	n,v	Occupations and Personal Descriptors
dildo	n	Clothing, Materials and Dressing Actions
proto	a	Actions and Roles
gummy	a	Food, Cooking, and Ingredients
homy	a	Gender, Family and Greetings
masjid	n	Islamic and Middle Eastern Terms
cadet	n	Actions and Roles
cuff	n,v	Clothing, Materials and Dressing Actions
axseed	n	"Starting with ""A"" or ""E"""
prince	n	Occupations and Personal Descriptors
hoof	n,v	Body Parts and Related Terms
agnail	n	Medical, Insects, and Skin Conditions
tripe	n	"""T-"" Words and Pairs"
dampen	v	"Items, Actions and Concepts Starting with ""D"""
brick	n,v	"""B-"" Words and Objects"
abient	a	"Starting with ""A"" or ""E"""
paying	a	Economic and Trade Terms
igloo	n	Temperature and Heat-Related Terms
hem	n,v	"""H-"" Words"
dub	n,v	"Items, Actions and Concepts Starting with ""D"""
lustre	n	Lights, Colors, and Visibility
sample	n,v	Actions and Roles
engine	n	Modes of Transportation and Travel
sparer	n	Words Related to Shapes and Textures
musket	n	Weapons and Cutting Tools
pail	n	"""P-"" Words"
chert	n	Minerals and Geology
rigout	n	"Words starting with ""G"""
snuff	a,n,v	Nouns and Actions
seep	v	Hygiene, Health, and Bodily Functions
wombat	n	Animals and Animal-Related Terms
elude	v	Modes of Transportation and Travel
nape	n	Body Parts and Related Terms
madras	n	"Items, Actions and Concepts Starting with ""D"""
necked	a	Body Parts and Related Terms
shun	v	Actions and Descriptions
keen	a,n,v	Fast-Paced and Intense Activities and States
jingle	n,v	Actions and Descriptions
moil	v	Temperature and Heat-Related Terms
nudism	n	Nouns and Actions
jumpy	a	"""B-"" Words and Objects"
broke	a	"""B-"" Words and Objects"
radon	n	Chemical Compounds and Reactions
seemly	a	Praise and Positivity
fleshy	a	Weight, Strength, and Body Descriptors
fourth	a,n	Numerals and Mathematical Terms
culm	n	"""C-"" Words and Items"
sumach	n	Plant and Tree Species
armed	a	Weapons and Cutting Tools
great	a,n	Actions and Roles
matrix	n	"""M-"" Words"
primp	v	"""P-"" Words"
simoom	n	Temperature and Heat-Related Terms
langur	n	Animals and Animal-Related Terms
solve	v	Actions and Roles
fondu	n	Food, Cooking, and Ingredients
azymia	n	"Starting with ""A"" or ""E"""
galago	n	Animals and Animal-Related Terms
fice	n	Negative and Disturbing Adjectives
orphic	a	Actions and Roles
sander	n	Minerals and Geology
shrill	a,v	Actions and Descriptions
aweary	a	Emotional and Physical States
groin	n,v	Body Parts and Related Terms
rectal	a	Anatomical and Biological Terms
carhop	n	"""C-"" Words and Items"
sewage	n	Anatomical and Biological Terms
tattoo	n,v	"""T-"" Words and Pairs"
gazebo	n	Places and Spaces
waters	n	Temperature and Heat-Related Terms
plight	n,v	Words Related to Shapes and Textures
fucked	a	Negative and Disturbing Adjectives
afire	a	Temperature and Heat-Related Terms
raphia	n	Clothing, Materials and Dressing Actions
lab	n	Actions and Roles
razed	a	"""R-"" Words and Rotational Movements"
doughy	a	Food, Cooking, and Ingredients
i	a,n	Numerals and Mathematical Terms
mara	n	"""M-"" Words"
arista	n	"Starting with ""A"" or ""E"""
demand	n,v	Actions and Roles
spiel	n,v	Gossip, Deception, and Games
watch	n,v	Actions and Roles
rajah	n	"""R-"" Words and Rotational Movements"
doyly	n	"Items, Actions and Concepts Starting with ""D"""
sorted	a	Actions and Roles
ardor	n	Fast-Paced and Intense Activities and States
lymph	n	Anatomical and Biological Terms
vat	n	Actions and Roles
maiden	a,n	Occupations and Personal Descriptors
sirrah	n	Occupations and Personal Descriptors
luxury	n	Praise and Positivity
blur	n,v	Lights, Colors, and Visibility
maple	n	Plant and Tree Species
hewn	a	Weapons and Cutting Tools
emerge	v	Verbs and Actions
planer	n	Actions and Roles
balmy	a	Temperature and Heat-Related Terms
tiddly	a	Actions and Descriptions
dryer	n	Temperature and Heat-Related Terms
shammy	n	Actions and Descriptions
remold	v	"""M-"" Words"
weeder	n	Food, Cooking, and Ingredients
froth	n,v	Negative and Disturbing Adjectives
